公司,工作地區,職稱,start_time,end_time,最高學歷,一週工時,待遇,是否推薦此工作,內容
僑倫彩色製版有限公司,臺中市,後加工人員,2003-01-21,2005-01-20,高職,54,"32,000 / 月",推,"【工作環境】
相較常見印刷行業僑倫的環境非常乾淨，同事之間相處也不會太差，有摩擦的時候老闆也會幫忙化解。
對新人培育很有制度，內部作業不管是機檯還是材料都有在求新求變，所以可以一直學到新東西。
但因為老闆不會主動勸退不適任，所以好同事很重要。

【實際工作內容】
加工機檯都需要學，會循序漸進的教，依照每個人的學習速度做安排，老闆會驗收相對也會定期加薪，只要不偷懶，就可以學很多。
因為每個機檯都要熟練，所以沒有固定職務，好處是容易請假，永遠都有足夠的職務代理人，壞處是每個人工作習慣和資歷不同，每天不同人配合很容易有摩擦。
因為是需要團隊合作的職業，所以工作態度很重要，不只需要獨立作業的能力，很多情況也需要跟同事之間互相配合。

【公司 / 團隊文化】
算是家族公司企業，很有家的感覺。還是會有互相難相處的狀況，雖然老闆們會幫忙開解，但不一定都能解決，主要還是要看自己的態度。"
僑倫彩色製版有限公司,臺中市,後加工人員,2003-01-21,2005-01-20,高職,54,"32,000 / 月",推,"【工作環境】
相較常見印刷行業僑倫的環境非常乾淨，同事之間相處也不會太差，有摩擦的時候老闆也會幫忙化解。
對新人培育很有制度，內部作業不管是機檯還是材料都有在求新求變，所以可以一直學到新東西。
但因為老闆不會主動勸退不適任，所以好同事很重要。

【實際工作內容】
加工機檯都需要學，會循序漸進的教，依照每個人的學習速度做安排，老闆會驗收相對也會定期加薪，只要不偷懶，就可以學很多。
因為每個機檯都要熟練，所以沒有固定職務，好處是容易請假，永遠都有足夠的職務代理人，壞處是每個人工作習慣和資歷不同，每天不同人配合很容易有摩擦。
因為是需要團隊合作的職業，所以工作態度很重要，不只需要獨立作業的能力，很多情況也需要跟同事之間互相配合。

【公司 / 團隊文化】
算是家族公司企業，很有家的感覺。還是會有互相難相處的狀況，雖然老闆們會幫忙開解，但不一定都能解決，主要還是要看自己的態度。"
森禾田火鍋,高雄市,外場服務員,2001-01-21,2003-01-21,碩士,42,"35,000 / 月",推,"【大環境的變化】
許多人要求服務至上，但是在這邊不會讓奧客們有太大存活的機率

【實際工作內容】
工作內容與面試時一致，負責餐點配送，沾醬的補充，客人的點餐

【工時狀況】
上班時間從10點開始，環境的整理、下午2點後休息，直到5點開始晚上的工作，下班為10點

【薪資福利】
底薪27000，獎金紅利等等一個月有32000

【公司管理方式】
講求服務品質

【獲得的成長】
對廠商的商品品質的要求

【給公司的建議】
無

【升遷制度】
無

【公司 / 團隊文化】
同事們相處都很融洽"
COCO都可,臺北市,儲備幹部,2001-01-21,2003-01-21,碩士,50,"31,000 / 月",,"【此工作有優點也有缺點】
適合較外向的人，並且臨場反應要好

【工時狀況】
工時較長通常平均都要10個小時或超過，關店後還必須收拾完

【實際工作內容】
備料、搖飲料、點餐、清潔、外送等

【升遷制度】
升遷制度透明，但須通過層層考核及業績達標

【薪資福利】
好處是休假有照一例一休、可以在店內喝飲料，但年終通常不到一個月

【公司管理方式】
階層式的管理，有時制度跟SOP更改很突然，因為分店很多，通常就是命令下來照做就是了"
無,臺北市,學生,1900-01-20,1902-01-19,大學,,,推,"【無工作經驗分享】
無工作經驗分享"
資誠企業管理顧問股份有限公司,臺北市,審計,2002-01-21,2004-01-21,碩士,52,"40,000 / 月",推,"【實際工作實樹】
真的很累，而且需要很抗壓，超長的工時"
勤業眾信聯合會計師事務所,臺中市,副理,2004-01-21,2006-01-20,大學,50,"60,000 / 月",推,"【案件公費低的人就自求多福】
公費低的人就沒加班費可以報，又要一直被檢討Charge rate太低"
啦摩卡實業有限公司,臺中市,正職,1900-01-20,1902-01-19,大學,45,"28,000 / 月",不推,"【黑心的公司】
欺騙消費者 沒有良心的店家"
38488121,臺北市,專案執行,1900-01-20,1902-01-19,大學,40,"47,000 / 月",推,"【工作狀況】
負責專案管理，為小型組織，因此身兼行政及財務。工時正常，組織風氣良好。"
鼎新電腦,臺北市,軟體工程師,2001-01-21,2003-01-21,大學,45,"31,600 / 月",不推,"【工作內容】
二次開發、測試、問題分析解決"
公勝保險經紀人股份有限公司,臺北市,業務襄理,2006-01-21,2008-01-21,高中,45,"30,000 / 月",推,"【實際工作內容】
與一般保險業務員無異,跑客戶打建議書說明講解及後續服務.

【工時狀況】
要看每個人的狀況,我每天都會回覆客戶但過晚上21:00休息不接聽電話.

【薪資福利】
薪水靠自己業績.目標達成每一季都有競賽旅遊.

【公司管理方式】
責任制,自己的客戶自己服務好.

【獲得的成長】
公司會提供許多課程及線上教學影片,孰能生巧會越做越好.

【給公司的建議】
希望考慮兼職人員之辛苦,不要聘皆一高出勤跟著刁難要求越來越高!

【升遷制度】
公司有明定的成績累積不掉聘,這是我最喜歡公司的地方!

【公司 / 團隊文化】
公司給予業務高獎金,有良好使用的網站及app,公司辦公環境優秀助理親切效率好!讓業務無後顧之憂!"
瑞憶電子股份有限公司,嘉義縣,國貿人員,2003-01-21,2005-01-20,碩士,40,"30,000 / 月",不推,"【普普的工作】
但是週六需上整天班"
寶雅,新北市,門市,2004-01-21,2006-01-20,高職,,,不推,"【血汗公司】
無處申訴
一在縮編
壓榨員工"
誠太管理顧問公司,高雄市,助理,1900-01-20,1902-01-19,,32,"28,000 / 月",推,"【工作大概內容】
處理雜事，文書處理，跑銀行，採買文具"
勤崴國際科技股份有限公司,臺北市,副工程師,2003-01-21,2005-01-20,大學,40,"30,000 / 月",,"【公司文化】
適合養老的地方，公司步調很慢，沒什麼工作壓力，薪水不算高，但不加班午休到1:30才工作，主要要自學，公司不太會教你什麼，年終固定一個月，分紅獎金看各單位有沒有賺錢，平均來說比上不足比下有餘，適合穩定生活的人的工作圈

【升遷制度】
一年考核2次實際做做樣子，能不能升遷加薪要看待的事不是重點部門"
微星科技股份有限公司,新北市,船務,2002-01-21,2004-01-21,大學,60,"35,000 / 月",不推,"【實際工作】
-"
貨櫃運輸公司,臺北市,行政人員,2002-01-21,2004-01-21,高職,40,"25,000 / 月",不推,"【小型企業-家族事業】
公司屬家族型企業，同事間相處很單純，上級主管思想作風太保守，造成公司發展有限

【給公司的建議】
公司要有前景及發展需要靠大家建議及想法，請接受其他同仁的想法,，將耳朵打開聽聽別人的聲音，企業要永續經營非一人之力，謝謝您們的磨練讓我成長很快。"
三合一餐飲管理顧問有限公司,臺南市,行政櫃檯,1900-01-20,1902-01-19,大學,,,不推,"【實際工作經驗】
底薪低，勞健保公司全額給付，但非一般公司勞保，屬於工會勞健保，需要隨時照顧社群網站，行政櫃檯，除了行政還需要加招生，招生每月滿班15班（只計算中餐課程，另還有烘培、西餐、其他小點單堂課程），績效獎金通常看得到吃不到，要求學員一次現金付清，可申請分期但不見得好申請，下班line隨時都會響，因為有早班與晚班，另一個行政是屬於晚餐業務，需要自行接單打單，安排外送路線，公務手機需要帶回家，週休六日，需要隨時接聽電話及回覆line@訂單回覆及各項詢問，個人能力不足，經常性無法於下班前完成核對系統與收款帳目。"
和財記,臺北市,DESIGNER,1900-01-20,1902-01-19,碩士,40,"32,000 / 月",推,"【公司型態】
家族企業,同時有OBM及ODM"
上台科技,臺北市,網路客服(諮詢),2003-01-21,2005-01-20,大學,45,"30,000 / 月",不推,"【實際工作內容】

吃飯時間不固定，有時候來不及吃可能會餓到胃痛，
每天開會都會被唸，每天增加都有新工作任務，
下班時間要看公司訊息，要回覆，
沒人交接的事不知道，會扣績效獎金，
每天沒有準時下班過
不太可以請假，請假要補班補時數

"
地中海會旅行社股份有限公司,臺北市,G.O,2001-01-21,2003-01-21,大學,100,"22,000 / 月",推,"【幾乎是18小時 隨時待命 保持笑容】
G.O是一個可以滿足旅行夢的工作、沒什麼壓力，到國外村會感受到很多種族歧視，要學會保護自己尤其是女生，很多外國同事都是每天換人玩的。 不同部門可以學到不同東西，待個兩年玩個幾個村就該回台灣面對現實啦！

工作很累、再累都要找客人吃飯陪笑，晚上有表演酒吧，都要待到超過1130才能回宿舍，說身體累心更累..年輕可以闖 ，闖完記得收心回來."
群英醫學股份有限公司,臺北市,文案企劃,2005-01-21,2007-01-21,碩士,40,"40,000 / 月",不推,"【工作說明】
此公司待遇及福利都算不錯，環境也還OK
以工作內容來說，比較狹隘，發展性也有限
如果是喜歡挑戰新事物或是接觸人群的人，可能不適合這裡
"
愛室麗家居,臺中市,會計,1900-01-20,1902-01-19,,,,,"【愛室麗家居 工作經驗分享】
店長本身人很好 員工彼此間默契也不錯都很互相是一個很好的工作環境"
宇騫數位科技有限公司,新北市,PM,2001-01-21,2003-01-21,碩士,40,"30,000 / 月",不推,"【工作心得】
老闆人個性很好，不過餅畫得不小，且不給資源，所有專案失敗或延遲都是員工的錯，但是專案規畫由他決定……。如果渴望從這間公司獲得什麼學習經驗，基本上是不太可能。如果只是想混口飯吃，倒還可以。"
XX鐘錶,臺北市,經理,2015-01-21,2017-01-20,大學,,,,"【團隊合作的公司】
雖人數不多但大家都很團結，各司其職為達成目標努力！"
中國石油化學工業開發股份有限公司,臺北市,股東會工讀生,1900-01-20,1902-01-19,碩士,40,"23,000 / 月",推,"【工作氣氛良好】
內部員工及主管個性很好，都會一起聊天，感情很好。平時工作量也不多，短期工作值得推薦。"
馬可先生,高雄市,門市╱店員╱專櫃人員,2002-01-21,2004-01-21,大學,8,133 / 小時,推,"【兼職門市人員】
我從事的是兼職的門市人員，薪資福利都有按照勞基法規定，工作內容是包裝和結帳，性質單純。"
南方莊園渡假飯店,桃園市,櫃檯接待員,2001-01-21,2003-01-21,大學,40,"26,000 / 月",不推,"【南方莊園渡假飯店 工作經驗分享】
金旭系統，宴會會議為主，住宿為輔"
三立電視股份有限公司,臺北市,專員,1900-01-20,1902-01-19,碩士,,,,"【三立電視】
公司制度完整"
庫立馬媒體科技股份有限公司,臺北市,節目助理,2001-01-21,2003-01-21,大學,55,"26,000 / 月",不推,"【節目製作助理】
適合新鮮肝，製作公司的日常
"
永磐科技股份有限公司,臺北市,網路工程師,2001-01-21,2003-01-21,五專,40,"35,000 / 月",推,"【工作內容】
去客戶安裝測試維護

還有個外點的地點維護 

工作不算非常累 也是個值得練功的地方

可以報加班費 有給加班費 

雖然薪水不算很高 但是主管人不錯 壓力普普 

如果是社會新鮮人 可以來這裡練功當跳板 有好幾個同事都在此練到不錯的功夫

跳槽出去都有很好的薪水 值得新鮮人面試的地方
"
忠泰生活開發股份有限公司,臺北市,廣告文案╱企劃,2002-01-21,2004-01-21,大學,40,"32,000 / 月",推,"【整體心得】
大公司資源豐富，如果對設計有興趣，可以有機會接觸到知名品牌的內涵。大公司進步緩慢，較不適合具備野心與挑戰心的人。

【實際工作內容】
販售家具，管理庫存

【公司管理方式】
準時上下班"
三商家購觀音物流,桃園市,採購專員,2002-01-21,2004-01-21,大學,55,"33,000 / 月",不推,"【成長不起來很正常】
系統很落後，徒有空間沒有體制，靠挖角卻沒有整合力，我本身做過小7物流專員，這裡大概落後小7有30年，遇到問題不是解決問題而是解決人，老闆希望我們提出系統改善方案，卻又怕花錢，年終1.1-1.3而已，沒有員工旅遊，每個月都有人離職，資深員工多在抱怨，三節是公司紅利金，可是不好用阿~"
五福旅遊,臺北市,人資專員,1900-01-20,1902-01-19,大學,40,,推,"【工作內容】
我在招募訓練科，負責招募作業以及教育訓練。第一季重點在於成為內部講師，編製教材。並協助辦理校園徵才活動"
